fixture,repeat,profile,origin,runStatus,failureClass,propositionCore,claimText,articleRole,articleUse,assertionSource,assertionSourceKind,assertionSourceName,ifSupportedEffect,ifRefutedEffect,scoreTransformCheck,expectedTransform,transformConsistent,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,warrant,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,1,Set D,model,completed,,The CDC manipulated data regarding the MMR vaccine to disprove a link to autism.,The CDC manipulated data regarding the MMR vaccine to disprove a link to autism.,pillar,endorsed,William Thompson,,,strengthens,weakens,normal,normal,true,high,"U0037, U0041",Pillar 2,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine-related injuries.","The 1986 National Childhood Vaccine Injury Act removed liability from vaccine manufacturers, leading to a lack of accountability for vaccine-related injuries.",pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,"U0068, U0070",Pillar 3,U0068 | U0070,"[U0068] The first shock for anyone just beginning this research was learning about the 1986 National Childhood Vaccine Injury Act.
[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"There is a significant rise in chronic health conditions among vaccinated children, correlating with increased vaccination rates.","There is a significant rise in chronic health conditions among vaccinated children, correlating with increased vaccination rates.",pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,"U0086, U0090",Pillar 4,U0086 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"Toxic substances, including aluminum and mercury, are present in vaccines and pose health risks to children.","Toxic substances, including aluminum and mercury, are present in vaccines and pose health risks to children.",pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,"U0245, U0301",Pillar 5,U0245 | U0301,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,Censorship and suppression of dissenting views regarding vaccines are prevalent in public health discourse.,Censorship and suppression of dissenting views regarding vaccines are prevalent in public health discourse.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,"U0156, U0160",Pillar 6,U0156 | U0160,"[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.
[U0160] Stephen Schumacher (also a PTFP co-editor now) would experience the same censorship several years later regarding the experimental mRNA Covid vaccines.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The claims made in public health advertisements about vaccines are based on flawed data and ignore legitimate concerns about vaccine-related injuries.,The claims made in public health advertisements about vaccines are based on flawed data and ignore legitimate concerns about vaccine-related injuries.,thesis,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,U0001,Pillar 1 | Pillar 2 | Pillar 3 | Pillar 4,U0001,"[U0001] Public Health’s “Truth” About Vaccines
PART 1
by Ana Wolpin | Apr 12, 2026 | General | 33 comments",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,"The type of mercury in vaccines, ethylmercury, is toxic and poses health risks.","The type of mercury in vaccines, ethylmercury, is toxic and poses health risks.",pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,U0301,Pillar 5,U0301,[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“,,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,Aluminum in vaccines can cause neurological damage and is linked to various health issues.,Aluminum in vaccines can cause neurological damage and is linked to various health issues.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,U0245,Pillar 5,U0245,[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.,,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The CDC's assertion that vaccines are safe and effective is contradicted by numerous studies and whistleblower accounts.,The CDC's assertion that vaccines are safe and effective is contradicted by numerous studies and whistleblower accounts.,opponent_claim,opponent_to_rebut,Ana Wolpin,,,weakens,strengthens,normal,invert,false,high,U0001,Pillar 2 | Pillar 3,U0001,"[U0001] Public Health’s “Truth” About Vaccines
PART 1
by Ana Wolpin | Apr 12, 2026 | General | 33 comments",,,,,,,,,,,,,,,,,
CF1-F03,1,Set D,model,completed,,The rise in vaccine hesitancy is a response to perceived risks associated with vaccines and the lack of transparency from health authorities.,The rise in vaccine hesitancy is a response to perceived risks associated with vaccines and the lack of transparency from health authorities.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,medium,U0404,Pillar 6,U0404,"[U0404] Efforts to rein in pharma’s capture of health agencies, medical groups and the vaccine narrative are causing a pitched battle, and the institutions entrenched in the religion of vaccines are doubling down to maintain their control.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,"The CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","The CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar_support,reported,Aaron Siri,,,strengthens,unchanged,normal,,,high,U.S. school children and toddlers,Pillar 3: Vaccine Exemptions and Hesitancy,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The type of mercury in vaccines – ethylmercury – is NOT harmful to us.,The type of mercury in vaccines – ethylmercury – is NOT harmful to us.,opponent_claim,rejected,Jefferson County Public Health,,,weakens,strengthens,normal,invert,false,high,mercury in vaccines,Pillar 1: Vaccine Safety Concerns,U0297,"[U0297] [2] MERCURY
The type of mercury in vaccines – ethylmercury – is NOT harmful to us.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Vaccines are tested more than any other medicine you could give your kid.,Vaccines are tested more than any other medicine you could give your kid.,opponent_claim,rejected,Jefferson County Public Health,,,weakens,strengthens,normal,invert,false,high,vaccine testing protocols,Pillar 2: Vaccine Efficacy and Testing,U0401,[U0401] Is it true that “vaccines are tested more than any other medicine you could give your kid” ?,,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The health department’s ad repeats medical dogma that has persisted for decades with no basis in reality.,The health department’s ad repeats medical dogma that has persisted for decades with no basis in reality.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,public health advertisements,Pillar 1: Vaccine Safety Concerns,U0027,"[U0027] As this article will show, the claims made in our health department’s ad repeat medical dogma that has persisted for decades with no basis in reality.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,U.S. vaccine legislation,Pillar 1: Vaccine Safety Concerns,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The rise in chronic illnesses among children correlates with the increase in the childhood vaccination schedule.,The rise in chronic illnesses among children correlates with the increase in the childhood vaccination schedule.,pillar,endorsed,Ana Wolpin,,,strengthens,weakens,normal,normal,true,high,chronic illness rates in children,Pillar 1: Vaccine Safety Concerns,U0086,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,Parents who choose to forego vaccines are often highly educated and scientifically literate.,Parents who choose to forego vaccines are often highly educated and scientifically literate.,pillar,endorsed,Aaron Siri,,,strengthens,weakens,normal,normal,true,medium,demographics of vaccine-hesitant parents,Pillar 3: Vaccine Exemptions and Hesitancy,U0021,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,pillar,endorsed,William Thompson,,,strengthens,weakens,normal,normal,true,high,CDC research practices,Pillar 1: Vaccine Safety Concerns,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,The sudden infant death syndrome (SIDS) became the leading cause of infant mortality following the introduction of mass vaccination programs.,The sudden infant death syndrome (SIDS) became the leading cause of infant mortality following the introduction of mass vaccination programs.,pillar,endorsed,Neil Z. Miller,,,strengthens,weakens,normal,normal,true,high,SIDS rates in relation to vaccination,Pillar 1: Vaccine Safety Concerns,U0191,[U0191] The death of any child is tragic.,,,,,,,,,,,,,,,,,
CF1-F03,1,Set E,model,completed,,"Aluminum in vaccines is linked to various health issues, including autism and neurological disorders.","Aluminum in vaccines is linked to various health issues, including autism and neurological disorders.",pillar,endorsed,James Lyons-Weiler and Robert Ricketson,,,strengthens,weakens,normal,normal,true,high,health effects of aluminum in vaccines,Pillar 1: Vaccine Safety Concerns,U0242,"[U0242] “Our calculations show that the levels of aluminum suggested by the currently used limits place infants at risk of acute, repeated, and possibly chronic exposures of toxic levels of aluminum in modern vaccine schedules.”",,,,,,,,,,,,,,,,,
